POS_CURR        PREV2_WORD         PREV2_TAG  PREV_WORD          PREV_TAG   NEXT_WORD          NEXT_TAG   NEXT2_WORD         NEXT2_TAG 
$               had                VBD        a                  DT         71                 CD         million            CD        
CD              a                  DT         $                  $          million            CD         after-tax          JJ        
CD              $                  $          71                 CD         after-tax          JJ         gain               NN        
$               %                  NN         to                 TO         4.4                CD         billion            CD        
CD              to                 TO         $                  $          billion            CD         from               IN        
CD              $                  $          4.4                CD         from               IN         $                  $         
$               billion            CD         from               IN         4.2                CD         billion            CD        
CD              from               IN         $                  $          billion            CD         .                  .         
CD              $                  $          4.2                CD         .                  .          NULL               NULL      
$               %                  NN         to                 TO         85                 CD         million            CD        
CD              to                 TO         $                  $          million            CD         .                  .         
CD              $                  $          85                 CD         .                  .          NULL               NULL      
$               to                 TO         about              IN         33                 CD         a                  DT        
CD              about              IN         $                  $          a                  DT         ton                NN        
$               ton                NN         from               IN         42                 CD         a                  DT        
CD              from               IN         $                  $          a                  DT         ton                NN        
$               year               NN         and                CC         53                 CD         a                  DT        
CD              and                CC         $                  $          a                  DT         ton                NN        
$               closed             VBD        up                 RB         1.25               CD         ,                  ,         
CD              up                 RB         $                  $          ,                  ,          at                 IN        
$               ,                  ,          at                 IN         34.625             CD         ,                  ,         
CD              at                 IN         $                  $          ,                  ,          as                 IN        
$               unit               NN         to                 TO         198                CD         million            CD        
CD              to                 TO         $                  $          million            CD         from               IN        
CD              $                  $          198                CD         from               IN         $                  $         
$               million            CD         from               IN         180                CD         million            CD        
CD              from               IN         $                  $          million            CD         .                  .         
CD              $                  $          180                CD         .                  .          NULL               NULL      
$               narrowed           VBD        to                 TO         9                  CD         million            CD        
CD              to                 TO         $                  $          million            CD         from               IN        
CD              $                  $          9                  CD         from               IN         $                  $         
$               million            CD         from               IN         15                 CD         million            CD        
CD              from               IN         $                  $          million            CD         .                  .         
CD              $                  $          15                 CD         .                  .          NULL               NULL      
$               debt               NN         by                 IN         1.6                CD         billion            CD        
CD              by                 IN         $                  $          billion            CD         since              IN        
CD              $                  $          1.6                CD         since              IN         the                DT        
$               has                VBZ        about              RB         5.5                CD         billion            CD        
CD              about              RB         $                  $          billion            CD         in                 IN        
CD              $                  $          5.5                CD         in                 IN         long-term          JJ        
$               %                  NN         to                 TO         721                CD         million            CD        
CD              to                 TO         $                  $          million            CD         ,                  ,         
CD              $                  $          721                CD         ,                  ,          or                 CC        
$               ,                  ,          or                 CC         2.62               CD         a                  DT        
CD              or                 CC         $                  $          a                  DT         share              NN        
$               ,                  ,          from               IN         598                CD         million            CD        
CD              from               IN         $                  $          million            CD         ,                  ,         
CD              $                  $          598                CD         ,                  ,          or                 CC        
$               ,                  ,          or                 CC         2.07               CD         a                  DT        
$               %                  NN         to                 TO         13.8               CD         billion            CD        
CD              to                 TO         $                  $          billion            CD         from               IN        
CD              $                  $          13.8               CD         from               IN         $                  $         
$               billion            CD         from               IN         12.5               CD         billion            CD        
CD              from               IN         $                  $          billion            CD         .                  .         
CD              $                  $          12.5               CD         .                  .          NULL               NULL      
$               jointly            RB         fined              VBN        15,000             CD         and                CC        
CD              fined              VBN        $                  $          and                CC         expelled           VBD       
$               jointly            RB         fined              VBN        30,000             CD         and                CC        
CD              fined              VBN        $                  $          and                CC         expelled           VBD       
$               jointly            RB         fined              VBN        20,000             CD         and                CC        
CD              fined              VBN        $                  $          and                CC         given              VBN       
$               jointly            RB         fined              VBN        10,000             CD         and                CC        
CD              fined              VBN        $                  $          and                CC         given              VBN       
$               fine               NN         of                 IN         10,000             CD         .                  .         
CD              of                 IN         $                  $          .                  .          NULL               NULL      
$               to                 TO         a                  DT         10,000             CD         fine               NN        
CD              a                  DT         $                  $          fine               NN         .                  .         
$               fine               NN         of                 IN         20,000             CD         .                  .         
CD              of                 IN         $                  $          .                  .          NULL               NULL      
$               jointly            RB         fined              VBN        15,000             CD         .                  .         
CD              fined              VBN        $                  $          .                  .          NULL               NULL      
$               to                 TO         a                  DT         10,000             CD         fine               NN        
CD              a                  DT         $                  $          fine               NN         .                  .         
$               ,                  ,          fined              VBD        15,000             CD         ;                  :         
CD              fined              VBD        $                  $          ;                  :          John               NNP       
$               Fla.               NNP        ,                  ,          15,000             CD         ;                  :         
CD              ,                  ,          $                  $          ;                  :          Mark               NNP       
$               Ill.               NNP        ,                  ,          10,000             CD         and                CC        
CD              ,                  ,          $                  $          and                CC         30-day             JJ        
$               Ill.               NNP        ,                  ,          7,500              CD         and                CC        
$               Colo.              NNP        ,                  ,          2,500              CD         and                CC        
CD              ,                  ,          $                  $          and                CC         six-month          JJ        
$               Dallas             NNP        ,                  ,          5,000              CD         ,                  ,         
CD              ,                  ,          $                  $          ,                  ,          barred             VBN       
$               London             NNP        ,                  ,          25,000             CD         ;                  :         
CD              ,                  ,          $                  $          ;                  :          John               NNP       
$               ,                  ,          fined              VBD        5,000              CD         ,                  ,         
CD              fined              VBD        $                  $          ,                  ,          ordered            VBD       
$               to                 TO         disgorge           VB         30,000             CD         ,                  ,         
CD              disgorge           VB         $                  $          ,                  ,          one-year           JJ        
$               ,                  ,          fined              VBD        200,000            CD         ;                  :         
CD              fined              VBD        $                  $          ;                  :          Jeffrey            NNP       
$               Fla.               NNP        ,                  ,          5,000              CD         and                CC        
CD              ,                  ,          $                  $          and                CC         10-day             JJ        
$               ,                  ,          fined              VBD        25,000             CD         ,                  ,         
CD              fined              VBD        $                  $          ,                  ,          ordered            VBD       
$               to                 TO         disgorge           VB         16,072             CD         and                CC        
CD              disgorge           VB         $                  $          and                CC         suspended          VBD       
$               ,                  ,          fined              VBD        15,000             CD         ,                  ,         
$               to                 TO         disgorge           VB         18,444             CD         and                CC        
$               ,                  ,          fined              VBD        25,000             CD         ;                  :         
CD              fined              VBD        $                  $          ;                  :          William            NNP       
$               Houston            NNP        ,                  ,          100,000            CD         ;                  :         
CD              ,                  ,          $                  $          ;                  :          Michael            NNP       
$               N.Y.               NNP        ,                  ,          15,000             CD         ;                  :         
CD              ,                  ,          $                  $          ;                  :          Amin               NNP       
$               N.Y.               NNP        ,                  ,          60,000             CD         ;                  :         
CD              ,                  ,          $                  $          ;                  :          Richard            NNP       
$               London             NNP        ,                  ,          10,000             CD         and                CC        
CD              ,                  ,          $                  $          and                CC         30-day             JJ        
$               Louis              NNP        ,                  ,          15,000             CD         ;                  :         
CD              ,                  ,          $                  $          ;                  :          Joseph             NNP       
$               N.J.               NNP        ,                  ,          15,000             CD         ;                  :         
CD              ,                  ,          $                  $          ;                  :          Robert             NNP       
$               Minn.              NNP        ,                  ,          15,000             CD         ;                  :         
CD              ,                  ,          $                  $          ;                  :          Edward             NNP       
$               N.Y.               NNP        ,                  ,          30,000             CD         .                  .         
CD              ,                  ,          $                  $          .                  .          NULL               NULL      
$               ,                  ,          fined              VBD        10,000             CD         ;                  :         
CD              fined              VBD        $                  $          ;                  :          David              NNP       
$               Mo.                NNP        ,                  ,          15,000             CD         ;                  :         
CD              ,                  ,          $                  $          ;                  :          Leigh              NNP       
$               ,                  ,          fined              VBD        45,000             CD         ,                  ,         
CD              fined              VBD        $                  $          ,                  ,          ordered            VBD       
$               to                 TO         disgorge           VB         12,252             CD         ;                  :         
CD              disgorge           VB         $                  $          ;                  :          Sandra             NNP       
$               N.J.               NNP        ,                  ,          15,000             CD         ;                  :         
CD              ,                  ,          $                  $          ;                  :          James              NNP       
$               Ore.               NNP        ,                  ,          5,000              CD         and                CC        
CD              ,                  ,          $                  $          and                CC         six-month          JJ        
$               N.Y.               NNP        ,                  ,          60,000             CD         ;                  :         
CD              ,                  ,          $                  $          ;                  :          William            NNP       
$               Minneapolis        NNP        ,                  ,          15,000             CD         and                CC        
$               Francisco          NNP        ,                  ,          25,000             CD         ;                  :         
CD              ,                  ,          $                  $          ;                  :          Rabia              NNP       
$               Francisco          NNP        ,                  ,          50,000             CD         .                  .         
CD              ,                  ,          $                  $          .                  .          NULL               NULL      
$               ,                  ,          fined              VBD        2,500              CD         and                CC        
CD              fined              VBD        $                  $          and                CC         ordered            VBD       
$               to                 TO         disgorge           VB         11,762             CD         ;                  :         
CD              disgorge           VB         $                  $          ;                  :          Stuart             NNP       
$               to                 TO         disgorge           VB         14,821             CD         ;                  :         
CD              disgorge           VB         $                  $          ;                  :          Devon              NNP       
$               ,                  ,          fined              VBD        82,389             CD         .                  .         
CD              fined              VBD        $                  $          .                  .          NULL               NULL      
$               Miss.              NNP        ,                  ,          10,000             CD         fine               NN        
CD              ,                  ,          $                  $          fine               NN         ;                  :         
$               Denver             NNP        ,                  ,          2,500              CD         fine               JJ        
CD              ,                  ,          $                  $          fine               JJ         and                CC        
$               Colo.              NNP        ,                  ,          2,000              CD         fine               NN        
CD              ,                  ,          $                  $          fine               NN         ,                  ,         
$               La.                NNP        ,                  ,          15,000             CD         fine               JJ        
$               Utah               NNP        ,                  ,          15,000             CD         fine               NN        
$               Orleans            NNP        ,                  ,          7,500              CD         fine               JJ        
$               Fla.               NNP        ,                  ,          250,000            CD         fine               NN        
$               Colo.              NNP        ,                  ,          1,000              CD         fine               JJ        
$               Rouge              NNP        ,                  ,          2,000              CD         fine               JJ        
$               York               NNP        ,                  ,          10,000             CD         fine               JJ        
$               N.J.               NNP        ,                  ,          30,000             CD         fine               NN        
$               Pa.                NNP        ,                  ,          4,000              CD         fine               JJ        
$               Colo.              NNP        ,                  ,          3,500              CD         fine               JJ        
$               Nev.               NNP        ,                  ,          5,000              CD         and                CC        
CD              ,                  ,          $                  $          and                CC         one-year           JJ        
$               Vegas              NNP        ,                  ,          5,000              CD         and                CC        
$               withdrew           VBD        a                  DT         120-a-share        JJ         bid                NN        
JJ              a                  DT         $                  $          bid                NN         last               JJ        
$               a                  DT         failed             JJ         300-a-share        JJ         offer              NN        
JJ              failed             JJ         $                  $          offer              NN         from               IN        
$               own                VB         for                IN         50                 CD         a                  DT        
CD              for                IN         $                  $          a                  DT         share              NN        
$               launched           VBD        a                  DT         3.18               CD         billion            CD        
CD              a                  DT         $                  $          billion            CD         offer              NN        
CD              $                  $          3.18               CD         offer              NN         for                IN        
$               for                IN         around             IN         400                CD         million            CD        
CD              around             IN         $                  $          million            CD         has                VBZ       
CD              $                  $          400                CD         has                VBZ        caused             VBN       
$               runs               VBZ        a                  DT         200                CD         million            CD        
CD              a                  DT         $                  $          million            CD         fund               NN        
CD              $                  $          200                CD         fund               NN         that               WDT       
NNS             sale               NN         of                 IN         of                 IN         dollars            NNS       
IN              of                 IN         millions           NNS        dollars            NNS        of                 IN        
NNS             millions           NNS        of                 IN         of                 IN         stock              NN        
$               trade              NN         of                 IN         5                  CD         million            CD        
CD              of                 IN         $                  $          million            CD         of                 IN        
CD              $                  $          5                  CD         of                 IN         stock              NN        
$               profit             NN         of                 IN         25,000             CD         .                  .         
CD              of                 IN         $                  $          .                  .          NULL               NULL      
$               of                 IN         the                DT         6.79               CD         billion            CD        
CD              the                DT         $                  $          billion            CD         buy-out            NN        
CD              $                  $          6.79               CD         buy-out            NN         of                 IN        
CD              to                 TO         charge             VB         cents              NNS        to                 TO        
NNS             charge             VB         50                 CD         to                 TO         75                 CD        
CD              cents              NNS        to                 TO         cents              NNS        for                IN        
NNS             to                 TO         75                 CD         for                IN         every              DT        
$               for                IN         every              DT         100                CD         they               PRP       
CD              every              DT         $                  $          they               PRP        manage             VBP       
$               pennies            NNS        per                IN         100                CD         managed            VBN       
CD              per                IN         $                  $          managed            VBN        .                  .         
$               ,                  ,          about              RB         200                CD         billion            CD        
CD              about              RB         $                  $          billion            CD         ,                  ,         
CD              $                  $          200                CD         ,                  ,          or                 CC        
$               Its                PRP$       budget             NN         184                CD         million            CD        
CD              budget             NN         $                  $          million            CD         --                 :         
CD              $                  $          184                CD         --                 :          is                 VBZ       
$               announced          VBD        a                  DT         75                 CD         price              NN        
CD              a                  DT         $                  $          price              NN         tag                NN        
$               price              NN         of                 IN         100                CD         a                  DT        
CD              of                 IN         $                  $          a                  DT         bottle             NN        
$               price              NN         from               IN         40                 CD         to                 TO        
CD              from               IN         $                  $          to                 TO         $                  $         
$               40                 CD         to                 TO         125                CD         a                  DT        
CD              to                 TO         $                  $          a                  DT         bottle             NN        
$               1986               CD         are                VBP        60                 CD         to                 TO        
CD              are                VBP        $                  $          to                 TO         $                  $         
$               60                 CD         to                 TO         80                 CD         each               DT        
CD              to                 TO         $                  $          each               DT         (                  (         
$               costs              VBZ        around             IN         250                CD         !                  .         
CD              around             IN         $                  $          !                  .          )                  )         
$               well               RB         over               IN         100                CD         a                  DT        
CD              over               IN         $                  $          a                  DT         bottle             NN        
$               1983               CD         runs               VBZ        179                CD         .                  .         
CD              runs               VBZ        $                  $          .                  .          NULL               NULL      
$               inching            VBG        toward             IN         100                CD         a                  DT        
CD              toward             IN         $                  $          a                  DT         bottle             NN        
$               Salon              NNP        is                 VBZ        115                CD         .                  .         
CD              is                 VBZ        $                  $          .                  .          NULL               NULL      
$               Cristal            NNP        at                 IN         90                 CD         a                  DT        
CD              at                 IN         $                  $          a                  DT         bottle             NN        
$               ,                  ,          is                 VBZ        120                CD         .                  .         
CD              is                 VBZ        $                  $          .                  .          NULL               NULL      
$               Tache              NNP        ,                  ,          195                CD         ;                  :         
CD              ,                  ,          $                  $          ;                  :          Richebourg         NNP       
$               Richebourg         NNP        ,                  ,          180                CD         ;                  :         
CD              ,                  ,          $                  $          ;                  :          Romanee-Conti      NNP       
$               Romanee-Conti      NNP        ,                  ,          225                CD         .                  .         
CD              ,                  ,          $                  $          .                  .          NULL               NULL      
$               Corton-Charlemagne NN         for                IN         155                CD         .                  .         
CD              for                IN         $                  $          .                  .          NULL               NULL      
$               Barbaresco         NNP        at                 IN         125                CD         a                  DT        
CD              at                 IN         $                  $          a                  DT         bottle             NN        
$               ,                  ,          a                  DT         90                 CD         Cabernet           NNP       
CD              a                  DT         $                  $          Cabernet           NNP        from               IN        
$               Brunello           NNP        at                 IN         98                 CD         .                  .         
CD              at                 IN         $                  $          .                  .          NULL               NULL      
$               )                  )          is                 VBZ        70                 CD         ,                  ,         
CD              is                 VBZ        $                  $          ,                  ,          as                 IN        
$               go                 VBP        for                IN         300                CD         to                 TO        
CD              for                IN         $                  $          to                 TO         $                  $         
$               300                CD         to                 TO         400                CD         a                  DT        
CD              to                 TO         $                  $          a                  DT         bottle             NN        
$               even               RB         at                 IN         90                 CD         to                 TO        
CD              at                 IN         $                  $          to                 TO         $                  $         
$               90                 CD         to                 TO         100                CD         a                  DT        
CD              to                 TO         $                  $          a                  DT         bottle             NN        
$               it                 PRP        for                IN         60                 CD         a                  DT        
CD              for                IN         $                  $          a                  DT         bottle             NN        
$               at                 IN         roughly            RB         65                 CD         a                  DT        
CD              roughly            RB         $                  $          a                  DT         bottle             NN        
$               wholesale          NN         (                  (          100                CD         retail             NN        
CD              (                  (          $                  $          retail             NN         )                  )         
$               ,                  ,          now                RB         32                 CD         )                  )         
CD              now                RB         $                  $          )                  )          just               RB        
$               in                 IN         the                DT         30                 CD         to                 TO        
CD              the                DT         $                  $          to                 TO         $                  $         
$               30                 CD         to                 TO         40                 CD         range              NN        
CD              to                 TO         $                  $          range              NN         .                  .         
$               price              NN         from               IN         115                CD         to                 TO        
CD              from               IN         $                  $          to                 TO         $                  $         
$               115                CD         to                 TO         90                 CD         .                  .         
CD              to                 TO         $                  $          .                  .          NULL               NULL      
$               more               JJR        than               IN         500                CD         million            CD        
CD              than               IN         $                  $          million            CD         in                 IN        
CD              $                  $          500                CD         in                 IN         economic           JJ        
$               heavily            RB         on                 IN         240                CD         million            CD        
CD              on                 IN         $                  $          million            CD         in                 IN        
CD              $                  $          240                CD         in                 IN         credit             NN        
CD              delivery           NN         slipped            VBD        cents              NNS        a                  DT        
NNS             slipped            VBD        3.5                CD         a                  DT         bushel             NN        
$               settle             VB         at                 IN         2.375              CD         a                  DT        
CD              at                 IN         $                  $          a                  DT         bushel             NN        
$               offering           VBG        farmers            NNS        2.15               CD         a                  DT        
CD              farmers            NNS        $                  $          a                  DT         bushel             NN        
CD              at                 IN         least              JJS        cents              NNS        a                  DT        
NNS             least              JJS        20                 CD         a                  DT         bushel             NN        
CD              ended              VBD        at                 IN         cents              NNS        a                  DT        
NNS             at                 IN         58.64              CD         a                  DT         gallon             NN        
CD              ,                  ,          up                 RB         cent               NN         on                 IN        
NN              up                 RB         one                CD         on                 IN         the                DT        
CD              delivery           NN         advanced           VBD        cents              NNS        to                 TO        
NNS             advanced           VBD        22                 CD         to                 TO         $                  $         
$               cents              NNS        to                 TO         19.94              CD         a                  DT        
CD              to                 TO         $                  $          a                  DT         barrel             NN        
$               gold               NN         fell               VBD        3.20               CD         an                 DT        
CD              fell               VBD        $                  $          an                 DT         ounce              NN        
$               ounce              NN         to                 TO         377.60             CD         .                  .         
CD              to                 TO         $                  $          .                  .          NULL               NULL      
CD              silver             NN         declined           VBD        cents              NNS        an                 DT        
NNS             declined           VBD        6.50               CD         an                 DT         ounce              NN        
$               ounce              NN         to                 TO         5.2180             CD         .                  .         
CD              to                 TO         $                  $          .                  .          NULL               NULL      
$               was                VBD        down               RB         5.70               CD         an                 DT        
CD              down               RB         $                  $          an                 DT         ounce              NN        
$               ounce              NN         at                 IN         494.50             CD         .                  .         
CD              at                 IN         $                  $          .                  .          NULL               NULL      
CD              contract           NN         rose               VBD        cents              NNS        a                  DT        
NNS             rose               VBD        1.20               CD         a                  DT         pound              NN        
$               pound              NN         to                 TO         1.14               CD         .                  .         
CD              to                 TO         $                  $          .                  .          NULL               NULL      
$               more               JJR        than               IN         10,000             CD         in                 IN        
CD              than               IN         $                  $          in                 IN         cash               NN        
$               more               JJR        than               IN         10,000             CD         in                 IN        
CD              than               IN         $                  $          in                 IN         cash               NN        
$               judges             NNS        make               VBP        89,500             CD         annually           RB        
CD              make               VBP        $                  $          annually           RB         ;                  :         
$               East               NNP        for                IN         11                 CD         million            CD        
CD              for                IN         $                  $          million            CD         ,                  ,         
CD              $                  $          11                 CD         ,                  ,          alleging           VBG       
