POS_CURR        PREV2_WORD         PREV2_TAG  PREV_WORD          PREV_TAG   NEXT_WORD          NEXT_TAG   NEXT2_WORD         NEXT2_TAG 
NNP             in                 IN         New                NNP        .                  .          NULL               NULL      
NNP             widget             NN         in                 IN         York               NNP        must               MD        
NNP             in                 IN         New                NNP        must               MD         sell               VB        
NNP             widget             NN         in                 IN         .                  .          NULL               NULL      
NNP             markets            NNS        in                 IN         York               NNP        and                CC        
NNP             in                 IN         New                NNP        and                CC         Chicago            NNP       
NNP             York               NNP        and                CC         to                 TO         cover              VB        
NNP             sell               VB         in                 IN         .                  .          NULL               NULL      
NNP             pressure           NN         from               IN         to                 TO         New                NNP       
NNP             Chicago            NNP        to                 TO         York               NNP        ,                  ,         
NNP             to                 TO         New                NNP        ,                  ,          while              IN        
NNP             buyer              NN         in                 IN         .                  .          NULL               NULL      
NNP             trade              NN         in                 IN         instead            RB         of                 IN        
NNP             instead            RB         of                 IN         York               NNP        ?                  .         
NNP             of                 IN         New                NNP        ?                  .          NULL               NULL      
NNP             If                 IN         not                RB         ,                  ,          then               RB        
NNP             then               RB         in                 IN         York               NNP        ;                  :         
NNP             in                 IN         New                NNP        ;                  :          if                 IN        
DT              if                 IN         not                RB         U.S.               NNP        ,                  ,         
NNP             not                RB         the                DT         ,                  ,          then               RB        
NNP             Allen              NNP        's                 POS        firm               NN         ,                  ,         
NNP             offices            NNS        in                 IN         and                CC         read               VBD       
NNP             in                 IN         the                DT         .                  .          NULL               NULL      
NNP             headquarters       NN         in                 IN         ,                  ,          but                CC        
NNP             court              NN         in                 IN         Moines             NNP        .                  .         
NNP             in                 IN         Des                NNP        .                  .          NULL               NULL      
NNP             in                 IN         the                DT         States             NNPS       ,                  ,         
NNPS            the                DT         United             NNP        ,                  ,          ''                 ''        
NNP             McCormick          NNP        of                 IN         Moines             NNP        ,                  ,         
NNP             of                 IN         Des                NNP        ,                  ,          said               VBD       
NNP             traveling          VBG        to                 TO         every              DT         week               NN        
NNP             say                VB         about              IN         abroad             RB         ;                  :         
NNP             Tribune            NNP        in                 IN         ,                  ,          Iowa               NNP       
NNP             Ames               NNP        ,                  ,          ,                  ,          and                CC        
NNP             News               NNP        in                 IN         York               NNP        .                  .         
NNP             in                 IN         New                NNP        .                  .          NULL               NULL      
NNP             Cellars            NNP        in                 IN         Valley             NNP        ,                  ,         
NNP             in                 IN         Napa               NNP        ,                  ,          announced          VBD       
NNP             dinner             NN         in                 IN         York               NNP        ,                  ,         
NNP             in                 IN         New                NNP        ,                  ,          ``                 ``        
NNP             high               NN         for                IN         Cabernet           NNP        Sauvignon          NNP       
NNP             classics           NNS        --                 :          first              JJ         growths            NNS       
NNP             )                  )          ,                  ,          Cru                NNP        Burgundies         NNP       
NNP             ,                  ,          Grand              NNP        Burgundies         NNP        (                  (         
NNP             Rieslings          NNP        from               IN         ,                  ,          and                CC        
NNP             Riserva            NNP        from               IN         )                  )          .                  .         
NNP             NULL               NULL       NULL               NULL       can                MD         boast              VB        
NNP             NULL               NULL       NULL               NULL       's                 POS        first              JJ        
JJ              of                 IN         other              JJ         wines              NNS        from               IN        
NNP             of                 IN         the                DT         Valley             NNP        have               VBP       
NNP             the                DT         Rhone              NNP        have               VBP        soared             VBN       
NNP             None               NN         of                 IN         's                 POS        wine               JJ        
NNP             march              NN         on                 IN         ,                  ,          however            RB        
NNP             Another            DT         small              JJ         estate             NN         ,                  ,         
NNP             NULL               NULL       From               IN         there              EX         is                 VBZ       
NNP             Cabernet           NNP        from               IN         ,                  ,          and                CC        
NNP             NULL               NULL       NULL               NULL       's                 POS        Vega               NNP       
NNP             as                 IN         is                 VBZ        's                 POS        Grange             NNP       
NNP             shops              NNS        in                 IN         .                  .          ``                 ``        
NNP             retailer           NN         in                 IN         California         NNP        asked              VBD       
NNP             in                 IN         Southern           NNP        asked              VBD        ,                  ,         
NNP             's                 POS        in                 IN         ,                  ,          Ill.               NNP       
,               in                 IN         Skokie             NNP        Ill.               NNP        ,                  ,         
NNP             Skokie             NNP        ,                  ,          ,                  ,          one                CD        
NNP             in                 IN         suburban           JJ         ,                  ,          ``                 ``        
NNP             Cellar             NNP        in                 IN         Orleans            NNP        .                  .         
NNP             in                 IN         New                NNP        .                  .          ``                 ``        
NNP             in                 IN         the                DT         ,                  ,          for                IN        
NNP             first              JJ         growth             NN         (                  (          except             IN        
NNP             Dominus            NNP        from               IN         and                CC         ,                  ,         
NNP             writer             NN         in                 IN         York               NNP        .                  .         
NNP             in                 IN         New                NNP        .                  .          NULL               NULL      
NNP             that               IN         renewed            VBN        military           JJ         aid                NN        
NNP             He                 PRP        said               VBD        assistance         NN         should             MD        
NNP             statement          NN         from               IN         ,                  ,          said               VBD       
NNP             ,                  ,          in                 IN         for                IN         talks              NNS       
NNP             also               RB         said               VBD        Germany            NNP        would              MD        
NNP             said               VBD        East               NNP        would              MD         follow             VB        
NNP             fled               VBD        to                 TO         after              IN         the                DT        
NNP             after              IN         the                DT         Berlin             NNP        government         NN        
NNP             the                DT         East               NNP        government         NN         lifted             VBD       
NNP             emigres            NNS        to                 TO         Germany            NNP        .                  .         
NNP             to                 TO         West               NNP        .                  .          NULL               NULL      
NNP             of                 IN         the                DT         Wall               NNP        could              MD        
NNP             Dingell            NNP        of                 IN         plans              VBZ        to                 TO        
NNP             aid                NN         for                IN         .                  .          NULL               NULL      
NNP             NULL               NULL       NULL               NULL       Africa             NNP        accused            VBD       
NNP             NULL               NULL       South              NNP        accused            VBD        armed              JJ        
NNP             in                 IN         neighboring        VBG        ,                  ,          violating          VBG       
NNP             independence       NN         from               IN         .                  .          NULL               NULL      
NNP             leaders            NNS        said               VBD        was                VBD        attempting         VBG       
NNP             elections          NNS        in                 IN         .                  .          NULL               NULL      
NNP             Gunmen             NNS        in                 IN         assassinated       VBD        a                  DT        
NNP             terrorists         NNS        by                 IN         's                 POS        government         NN        
NNP             Also               RB         in                 IN         ,                  ,          a                  DT        
DT              Americans          NNPS       if                 IN         U.S.               NNP        implements         VBZ       
NNP             if                 IN         the                DT         implements         VBZ        a                  DT        
NNP             leaders            NNS        in                 IN         ,                  ,          but                CC        
NNP             caused             VBN        by                 IN         's                 POS        crackdown          NN        
NNP             NULL               NULL       NULL               NULL       's                 POS        rulers             NNS       
NNP             president          NN         about              IN         ``                 ``         interference       NN        
NNP             ''                 ''         in                 IN         's                 POS        domestic           JJ        
NNP             NULL               NULL       NULL               NULL       's                 POS        President          NNP       
NNP             NULL               NULL       NULL               NULL       's                 POS        Bhutto             NNP       
NNP             majority           NN         in                 IN         's                 POS        237-seat           JJ        
NNP             waters             NNS        off                RP         .                  .          NULL               NULL      
NNP             as                 IN         the                DT         began              VBD        planning           VBG       
NNP             nations            NNS        of                 IN         America            NNP        .                  .         
NNP             of                 IN         South              NNP        .                  .          NULL               NULL      
NNP             exploded           VBD        over               IN         last               JJ         December           NNP       
NNP             show               VB         that               IN         and                CC         West               NNP       
NNP             Israel             NNP        and                CC         Germany            NNP        warned             VBD       
NNP             and                CC         West               NNP        warned             VBD        the                DT        
DT              Germany            NNP        warned             VBD        U.S.               NNP        about              IN        
NNP             warned             VBD        the                DT         about              IN         the                DT        
NNP             Co.                NNP        of                 IN         York               NNP        ,                  ,         
NNP             of                 IN         New                NNP        ,                  ,          Tuesday            NNP       
NNP             ,                  ,          in                 IN         York               NNP        City               NNP       
NNP             in                 IN         New                NNP        City               NNP        ,                  ,         
NNP             New                NNP        York               NNP        ,                  ,          of                 IN        
NNP             by                 IN         the                DT         Union              NNP        is                 VBZ       
NNP             the                DT         Soviet             NNP        is                 VBZ        causing            VBG       
NNP             in                 IN         the                DT         grain              NN         pipeline           NN        
NNP             recently           RB         harvested          VBN        crop               NN         to                 TO        
NNP             NULL               NULL       The                DT         Union              NNP        bought             VBD       
NNP             The                DT         Soviet             NNP        bought             VBD        roughly            RB        
NNP             bushels            NNS        of                 IN         corn               NN         in                 IN        
NNP             to                 TO         the                DT         Union              NNP        in                 IN        
NNP             the                DT         Soviet             NNP        in                 IN         one                CD        
NNP             from               IN         the                DT         .                  .          NULL               NULL      
NNP             NULL               NULL       The                DT         Union              NNP        wants              VBZ       
NNP             The                DT         Soviet             NNP        wants              VBZ        much               RB        
NNP             on                 IN         the                DT         River              NNP        ,                  ,         
NNP             the                DT         Mississippi        NNP        ,                  ,          on                 IN        
NNP             of                 IN         the                DT         corn               NN         that               WDT       
JJ              in                 IN         the                DT         Plains             NNP        ,                  ,         
NNP             the                DT         northern           JJ         ,                  ,          the                DT        
NNP             of                 IN         the                DT         River              NNP        is                 VBZ       
NNP             the                DT         Mississippi        NNP        is                 VBZ        so                 RB        
NNP             south              NN         of                 IN         Louis              NNP        because            IN        
NNP             of                 IN         St.                NNP        because            IN         the                DT        
NNP             of                 IN         the                DT         River              NNP        ,                  ,         
NNP             the                DT         Missouri           NNP        ,                  ,          which              WDT       
NNP             into               IN         the                DT         River              NNP        .                  .         
NNP             the                DT         Mississippi        NNP        .                  .          NULL               NULL      
NNP             of                 IN         the                DT         River              NNP        about              IN        
NNP             the                DT         Missouri           NNP        about              IN         two                CD        
NNP             on                 IN         the                DT         River              NNP        sank               VBD       
NNP             the                DT         Mississippi        NNP        sank               VBD        yesterday          NN        
NNP             in                 IN         the                DT         might              MD         temporarily        RB        
NNP             NULL               NULL       At                 IN         Louis              NNP        ,                  ,         
NNP             At                 IN         St.                NNP        ,                  ,          the                DT        
NNP             of                 IN         the                DT         River              NNP        is                 VBZ       
NNP             the                DT         Mississippi        NNP        is                 VBZ        already            RB        
NNP             the                DT         Missouri           NNP        is                 VBZ        slowed             VBN       
NNP             regions            NNS        as                 IN         exporters          NNS        try                VBP       
NNP             drought            NN         reduced            VBD        stockpiles         NNS        ,                  ,         
NNP             parts              NNS        of                 IN         ,                  ,          for                IN        
NNP             Co.                NNP        of                 IN         ,                  ,          Iowa               NNP       
NNP             Waterloo           NNP        ,                  ,          .                  .          NULL               NULL      
NNP             NULL               NULL       Although           IN         corn               NN         stockpiles         NNS       
NNP             goes               VBZ        to                 TO         Orleans            NNP        by                 IN        
NNP             to                 TO         New                NNP        by                 IN         barge              NN        
NNP             sidestep           VB         the                DT         River              NNP        by                 IN        
NNP             the                DT         Mississippi        NNP        by                 IN         shipping           VBG       
NNP             in                 IN         the                DT         Lakes              NNP        and                CC        
NNP             the                DT         Great              NNP        and                CC         Atlantic           NNP       
NNP             Lakes              NNP        and                CC         Coast              NNP        can                MD        
NNP             and                CC         Atlantic           NNP        can                MD         also               RB        
NNP             pressure           NN         on                 IN         Orleans            NNP        .                  .         
NNP             on                 IN         New                NNP        .                  .          NULL               NULL      
NNP             service            NN         from               IN         to                 TO         Baltimore          NNP       
NNP             Indiana            NNP        to                 TO         .                  .          NULL               NULL      
NNP             that               IN         the                DT         Union              NNP        will               MD        
NNP             the                DT         Soviet             NNP        will               MD         stay               VB        
NNP             NULL               NULL       The                DT         Union              NNP        usually            RB        
NNP             The                DT         Soviet             NNP        usually            RB         begins             VBZ       
NNP             begins             VBZ        buying             VBG        crops              NNS        earlier            RBR       
NNP             Futures            NNP        in                 IN         York               NNP        .                  .         
NNP             in                 IN         New                NNP        .                  .          ``                 ``        
NNP             NULL               NULL       In                 IN         ,                  ,          workers            NNS       
NNP             mines              NNS        ,                  ,          Bronces            NNP        and                CC        
NNP             ,                  ,          Los                NNP        and                CC         El                 NNP       
NNP             Bronces            NNP        and                CC         Soldado            NNP        ,                  ,         
NNP             and                CC         El                 NNP        ,                  ,          which              WDT       
NNP             report             NN         by                 IN         purchasing         VBG        agents             NNS       
NNP             NULL               NULL       The                DT         report             NN         raised             VBD       
NNP             ,                  ,          a                  DT         lawyer             NN         who                WP        
NNP             chaired            VBN        by                 IN         York               NNP        attorney           NN        
NNP             by                 IN         New                NNP        attorney           NN         Gerald             NNP       
NNP             ,                  ,          a                  DT         York               NNP        lawyer             NN        
NNP             a                  DT         New                NNP        lawyer             NN         who                WP        
NNP             center             NN         in                 IN         ,                  ,          told               VBD       
NNP             Ramirez            NNP        in                 IN         ,                  ,          Calif              NNP       
NNP             Sacramento         NNP        ,                  ,          .                  .          NULL               NULL      
NNP             join               VB         a                  DT         Francisco          NNP        law                NN        
NNP             a                  DT         San                NNP        law                NN         firm               NN        
NNP             in                 IN         the                DT         office             NN         of                 IN        
NNP             Monday             NNP        in                 IN         York               NNP        .                  .         
NNP             in                 IN         New                NNP        .                  .          NULL               NULL      
DT              ruling             NN         that               IN         U.S.               NNP        can                MD        
NNP             that               IN         the                DT         can                MD         bar                VB        
NNP             by                 IN         the                DT         U.S                NNP        .                  .         
NNP             the                DT         Second             NNP        .                  .          Circuit            NNP       
NNP             Appeals            NNPS       in                 IN         York               NNP        .                  .         
NNP             in                 IN         New                NNP        .                  .          NULL               NULL      
NNP             INQUIRY            NNP        CLEARS             NNP        JUDGE              NNP        of                 IN        
NNP             NULL               NULL       NULL               NULL       District           NNP        Judge              NNP       
NNP             in                 IN         the                DT         courtroom          NN         of                 IN        
NNP             courtroom          NN         of                 IN         District           NNP        Judge              NNP       
NNP             ,                  ,          a                  DT         ,                  ,          N.J.               NNP       
NNP             Wayne              NNP        ,                  ,          ,                  ,          specialty          NN        
NNP             joined             VBD        the                DT         firm               NN         of                 IN        
NNP             in                 IN         the                DT         ,                  ,          D.C.               NNP       
NNP             Washington         NNP        ,                  ,          ,                  ,          office             NN        
NNP             for                IN         the                DT         attorney           NN         's                 POS       
NNP             based              VBN        in                 IN         .                  .          NULL               NULL      
