POS_CURR        PREV2_WORD         PREV2_TAG  PREV_WORD          PREV_TAG   NEXT_WORD          NEXT_TAG   NEXT2_WORD         NEXT2_TAG 
NNP             suspension         NN         ;                  :          P.                 NNP        Miller             NNP       
NNP             ;                  :          John               NNP        Miller             NNP        ,                  ,         
NNP             John               NNP        P.                 NNP        ,                  ,          Baton              NNP       
NNP             suspension         NN         ;                  :          K.                 NNP        Pace               NNP       
NNP             ;                  :          Randolph           NNP        Pace               NNP        ,                  ,         
NNP             Randolph           NNP        K.                 NNP        ,                  ,          New                NNP       
NNP             suspension         NN         ;                  :          D.                 NNP        Pitcher            NNP       
NNP             ;                  :          Brian              NNP        Pitcher            NNP        ,                  ,         
NNP             Brian              NNP        D.                 NNP        ,                  ,          New                NNP       
NNP             fine               NN         ;                  :          A.                 NN         Russo              NNP       
NN              ;                  :          Wayne              NNP        Russo              NNP        ,                  ,         
NNP             Wayne              NNP        A.                 NN         ,                  ,          Bridgeville        NNP       
NNP             suspension         NN         ;                  :          Leroy              NNP        Sandberg           NNP       
NNP             ;                  :          Orville            NNP        Sandberg           NNP        ,                  ,         
NNP             Orville            NNP        Leroy              NNP        ,                  ,          Aurora             NNP       
NNP             suspension         NN         ;                  :          T.                 NNP        Marchese           NNP       
NNP             ;                  :          Richard            NNP        Marchese           NNP        ,                  ,         
NNP             Richard            NNP        T.                 NNP        ,                  ,          Las                NNP       
NNP             suspension         NN         ;                  :          G.                 NNP        Monchecourt        NNP       
NNP             ;                  :          Eric               NNP        Monchecourt        NNP        ,                  ,         
NNP             Eric               NNP        G.                 NNP        ,                  ,          Las                NNP       
NNP             ;                  :          and                CC         Gerhard            NNP        Smith              NNP       
NNP             and                CC         Robert             NNP        Smith              NNP        ,                  ,         
NNP             Robert             NNP        Gerhard            NNP        ,                  ,          Carson             NNP       
NNP             said               VBD        Mr.                NNP        .                  .          ``                 ``        
NNP             ''                 ''         said               VBD        Puccio             NNP        ,                  ,         
NNP             said               VBD        Philip             NNP        ,                  ,          head               NN        
NNP             ,                  ,          Mr.                NNP        said               VBD        .                  .         
NNP             ''                 ''         said               VBD        Eakle              NNP        ,                  ,         
NNP             said               VBD        Richard            NNP        ,                  ,          president          NN        
NNP             resignation        NN         of                 IN         Gordon             NNP        McGovern           NNP       
NNP             of                 IN         R.                 NNP        McGovern           NNP        as                 IN        
NNP             R.                 NNP        Gordon             NNP        as                 IN         president          NN        
NNP             ;                  :          analyst            NN         McMillin           NNP        said               VBD       
NNP             analyst            NN         John               NNP        said               VBD        he                 PRP       
NNP             York               NNP        developer          NN         Trump              NNP        was                VBD       
NNP             developer          NN         Donald             NNP        was                VBD        seeking            VBG       
NNP             NULL               NULL       Mr.                NNP        withdrew           VBD        a                  DT        
NNP             Lambert            NNP        analyst            NN         Derchin            NNP        said               VBD       
NNP             analyst            NN         Michael            NNP        said               VBD        he                 PRP       
NNP             Dallas             NNP        investor           NN         Simmons            NNP        ,                  ,         
NNP             investor           NN         Harold             NNP        ,                  ,          offered            VBD       
NNP             NULL               NULL       NULL               NULL       Wohlstetter        NNP        ,                  ,         
NNP             NULL               NULL       Charles            NNP        ,                  ,          the                DT        
NNP             week               NN         ,                  ,          M.                 NNP        Bradley            NNP       
NNP             ,                  ,          Robert             NNP        Bradley            NNP        ,                  ,         
NNP             Robert             NNP        M.                 NNP        ,                  ,          one                CD        
NNP             Board              NNP        Chairman           NNP        J.                 NNP        Phelan             NNP       
NNP             Chairman           NNP        John               NNP        Phelan             NNP        Jr.                NNP       
NNP             John               NNP        J.                 NNP        Jr.                NNP        in                 IN        
NNP             J.                 NNP        Phelan             NNP        in                 IN         which              WDT       
NNP             ''                 ''         Mr.                NNP        wrote              VBD        .                  .         
NNP             ,                  ,          Mr.                NNP        said               VBD        this               DT        
NN              ''                 ''         says               VBZ        Brean              NNP        Murray             NNP       
NNP             says               VBZ        A.                 NN         Murray             NNP        ,                  ,         
NNP             A.                 NN         Brean              NNP        ,                  ,          chairman           NN        
NNP             like               IN         Mr.                NNP        ``                 ``         are                VBP       
NNP             ''                 ''         says               VBZ        Thomas             NNP        Allen              NNP       
NNP             says               VBZ        J.                 NNP        Allen              NNP        ,                  ,         
NNP             J.                 NNP        Thomas             NNP        ,                  ,          president          NN        
NNP             ''                 ''         says               VBZ        Zicklin            NNP        ,                  ,         
NNP             says               VBZ        Larry              NNP        ,                  ,          managing           NN        
NNP             professor          NN         ,                  ,          Stoll              NNP        ,                  ,         
NNP             ,                  ,          Hans               NNP        ,                  ,          an                 DT        
NNP             's                 POS        Mr.                NNP        ,                  ,          ``                 ``        
NNP             NULL               NULL       NULL               NULL       Del                NNP        Signore            NNP       
NNP             NULL               NULL       Susan              NNP        Signore            NNP        ,                  ,         
NNP             Susan              NNP        Del                NNP        ,                  ,          head               NN        
NNP             under              IN         Mr.                NNP        ,                  ,          has                VBZ       
NNP             ,                  ,          Mr.                NNP        has                VBZ        nonetheless        RB        
NNP             ''                 ''         says               VBZ        A.                 NNP        Mason              NNP       
NNP             says               VBZ        Raymond            NNP        Mason              NNP        ,                  ,         
NNP             Raymond            NNP        A.                 NNP        ,                  ,          chairman           NN        
NNP             ,                  ,          complains          VBZ        Sigler             NNP        ,                  ,         
NNP             complains          VBZ        Andrew             NNP        ,                  ,          chairman           NN        
NNP             reaction           NN         Mr.                NNP        says               VBZ        he                 PRP       
NNP             says               VBZ        Rep.               NNP        Markey             NNP        ,                  ,         
NNP             Rep.               NNP        Edward             NNP        ,                  ,          a                  DT        
NNP             NULL               NULL       NULL               NULL       .                  .          ``                 ``        
NNP             Board              NNP        Chairman           NNP        Phelan             NNP        said               VBD       
NNP             Chairman           NNP        John               NNP        said               VBD        yesterday          NN        
NNP             NULL               NULL       Mr.                NNP        's                 POS        Pittsburgh         NNP       
NNP             the                DT         scholarly          JJ         McCormick          NNP        of                 IN        
NNP             scholarly          JJ         Mark               NNP        of                 IN         Des                NNP       
NNP             ''                 ''         Mr.                NNP        noted              VBD        .                  .         
NNP             ''                 ''         Mr.                NNP        reported           VBD        .                  .         
NNP             ''                 ''         Judge              NNP        O'Brien            NNP        ruled              VBD       
NNP             Judge              NNP        Donald             NNP        ruled              VBD        .                  .         
NNP             Indeed             RB         ,                  ,          O'Brien            NNP        ruled              VBD       
NNP             ,                  ,          Judge              NNP        ruled              VBD        that               IN        
NNP             man                NN         was                VBD        Z.                 NNP        Wick               NNP       
NNP             was                VBD        Charles            NNP        Wick               NNP        .                  .         
NNP             Charles            NNP        Z.                 NNP        .                  .          NULL               NULL      
NNP             NULL               NULL       Mr.                NNP        is                 VBZ        editor             NN        
NNP             NULL               NULL       When               WRB        Winiarski          NNP        ,                  ,         
NNP             When               WRB        Warren             NNP        ,                  ,          proprietor         NN        
NNP             ''                 ''         Mr.                NNP        declared           VBD        when               WRB       
NNP             bottle             NN         ,                  ,          Antinori           NNP        's                 POS       
NNP             ,                  ,          Piero              NNP        's                 POS        La                 NNP       
NNP             ''                 ''         says               VBZ        Shapiro            NNP        of                 IN        
NNP             says               VBZ        Larry              NNP        of                 IN         Marty              NNP       
NNP             ,                  ,          Mr.                NNP        continued          VBD        :                  :         
NNP             NULL               NULL       Owner              NNP        Brownstein         NNP        originally         RB        
NNP             Owner              NNP        Al                 NNP        originally         RB         planned            VBD       
NNP             ''                 ''         said               VBD        Pratt              NNP        ,                  ,         
NNP             said               VBD        Sterling           NNP        ,                  ,          wine               JJ        
NNP             NULL               NULL       Mr.                NNP        remarked           VBD        that               IN        
NNP             said               VBD        Mr.                NNP        ,                  ,          ``                 ``        
NNP             ''                 ''         added              VBD        Shapiro            NNP        .                  .         
NNP             added              VBD        Larry              NNP        .                  .          ``                 ``        
NNP             ''                 ''         said               VBD        Martin             NNP        of                 IN        
NNP             said               VBD        Cedric             NNP        of                 IN         Martin             NNP       
NNP             ''                 ''         Mr.                NNP        has                VBZ        increased          VBN       
NNP             as                 IN         Mr.                NNP        noted              VBD        ,                  ,         
NNP             NULL               NULL       Ms.                NNP        is                 VBZ        a                  DT        
NNP             NULL               NULL       NULL               NULL       ENDED              NNP        a                  DT        
NNP             and                CC         accused            VBD        of                 IN         ``                 ``        
NNP             elections          NNS        ,                  ,          indicated          VBD        that               IN        
NNP             German             JJ         leader             NN         called             VBD        the                DT        
NNP             would              MD         follow             VB         's                 POS        restructuring      NN        
NNP             NULL               NULL       Rep.               NNP        of                 IN         Michigan           NNP       
NNP             break              VB         with               IN         's                 POS        clean-air          JJ        
NNP             NULL               NULL       NULL               NULL       concluded          VBD        five               CD        
NNP             's                 POS        President          NNP        said               VBD        the                DT        
NNP             address            NN         ,                  ,          pledged            VBD        to                 TO        
NNP             Pakistan           NNP        's                 POS        defeated           VBD        the                DT        
NNP             month              NN         between            IN         and                CC         Soviet             JJ        
NNP             Soviet             JJ         leader             NN         will               MD         take               VB        
NNP             NULL               NULL       NULL               NULL       unveiled           VBD        a                  DT        
NNP             Died               VBN        :                  :          A.                 NNP        Attwood            NNP       
NNP             :                  :          James              NNP        Attwood            NNP        ,                  ,         
NNP             James              NNP        A.                 NNP        ,                  ,          62                 CD        
NNP             ''                 ''         said               VBD        Dunton             NNP        ,                  ,         
NNP             said               VBD        William            NNP        ,                  ,          a                  DT        
NNP             ,                  ,          said               VBD        Reed               NNP        ,                  ,         
NNP             said               VBD        Lyle               NNP        ,                  ,          president          NN        
NNP             ''                 ''         said               VBD        Biedermann         NNP        ,                  ,         
NNP             said               VBD        Bill               NNP        ,                  ,          Allendale          NNP       
NNP             according          VBG        to                 TO         O'Neill            NNP        ,                  ,         
NNP             to                 TO         William            NNP        ,                  ,          vice               NN        
NNP             ''                 ''         said               VBD        R.                 NNP        Sonnett            NNP       
NNP             said               VBD        Neal               NNP        Sonnett            NNP        ,                  ,         
NNP             Neal               NNP        R.                 NNP        ,                  ,          president          NN        
NNP             added              VBD        Mr.                NNP        ,                  ,          a                  DT        
NNP             NULL               NULL       Mr.                NNP        said               VBD        that               IN        
NNP             NULL               NULL       Mr.                NNP        said               VBD        there              EX        
NNP             York               NNP        attorney           NN         Lefcourt           NNP        ,                  ,         
NNP             attorney           NN         Gerald             NNP        ,                  ,          to                 TO        
NNP             NULL               NULL       NULL               NULL       Ross               NNP        ,                  ,         
NNP             NULL               NULL       Michael            NNP        ,                  ,          a                  DT        
NNP             NULL               NULL       Mr.                NNP        said               VBD        he                 PRP       
NNP             NULL               NULL       Mr.                NNP        said               VBD        IRS                NNP       
NNP             days               NNS        ,                  ,          J.                 NNP        Lezovich           NNP       
NNP             ,                  ,          Christopher        NNP        Lezovich           NNP        of                 IN        
NNP             Christopher        NNP        J.                 NNP        of                 IN         the                DT        
NNP             federal            JJ         Judge              NNP        A.                 NN         Ramirez            NNP       
NN              Judge              NNP        Raul               NNP        Ramirez            NNP        in                 IN        
NNP             Raul               NNP        A.                 NN         in                 IN         Sacramento         NNP       
NNP             NULL               NULL       Judge              NNP        ,                  ,          44                 CD        
NNP             NULL               NULL       Cartoonist         NN         Trudeau            NNP        is                 VBZ       
NNP             Cartoonist         NN         Garry              NNP        is                 VBZ        suing              VBG       
NNP             which              WDT        Mr.                NNP        is                 VBZ        a                  DT        
NNP             NULL               NULL       Mr.                NNP        ,                  ,          a                  DT        
NNP             ,                  ,          Mr.                NNP        says               VBZ        the                DT        
NNP             against            IN         Mr.                NNP        .                  .          NULL               NULL      
NNP             NULL               NULL       Mr.                NNP        's                 POS        attorney           NN        
NNP             attorney           NN         ,                  ,          K.                 NNP        Samnick            NNP       
NNP             ,                  ,          Norman             NNP        Samnick            NNP        ,                  ,         
NNP             Norman             NNP        K.                 NNP        ,                  ,          said               VBD       
NNP             NULL               NULL       Mr.                NNP        said               VBD        a                  DT        
NNP             NULL               NULL       Mr.                NNP        ,                  ,          who                WP        
NNP             against            IN         Mr.                NNP        .                  .          NULL               NULL      
NNP             District           NNP        Judge              NNP        Hampton            NNP        had                VBD       
NNP             Judge              NNP        Jack               NNP        had                VBD        sparked            VBN       
NNP             NULL               NULL       But                CC         R.                 NNP        Murray             NNP       
NNP             But                CC         Robert             NNP        Murray             NNP        ,                  ,         
NNP             Robert             NNP        R.                 NNP        ,                  ,          a                  DT        
NNP             said               VBD        Judge              NNP        did                VBD        n't                RB        
NNP             ''                 ''         Mr.                NNP        concluded          VBD        that               IN        
NNP             NULL               NULL       Mr.                NNP        also               RB         said               VBD       
NNP             said               VBD        Judge              NNP        's                 POS        comments           NNS       
NNP             District           NNP        Judge              NNP        Johnson            NNP        Lowe               NNP       
NNP             Judge              NNP        Mary               NNP        Lowe               NNP        .                  .         
NNP             Mary               NNP        Johnson            NNP        .                  .          NULL               NULL      
NNP             Vice               NNP        Chairman           NNP        T.                 NNP        Sherwin            NNP       
NNP             Chairman           NNP        James              NNP        Sherwin            NNP        with               IN        
NNP             James              NNP        T.                 NNP        with               IN         attempting         VBG       
NNP             NULL               NULL       NULL               NULL       R.                 NNP        Bromwich           NNP       
NNP             NULL               NULL       Michael            NNP        Bromwich           NNP        ,                  ,         
NNP             Michael            NNP        R.                 NNP        ,                  ,          a                  DT        
NNP             prosecution        NN         of                 IN         North              NNP        ,                  ,         
NNP             of                 IN         Oliver             NNP        ,                  ,          became             VBD       
NNP             NULL               NULL       Mr.                NNP        ,                  ,          35                 CD        
